customer_id,full_name,email,phone,city,segment,created_at,is_active,deleted_at
2960,Miguel Sanchez,miguelsanchez.5w21@mail.com,+595995225591,Encarnación,retail,2023-05-02T17:41:16,1,
2961,Bruno Benitez,brunobenitez.of2u@empresa.com,+595991824533,Ciudad del Este,retail,2025-05-08T21:03:03,1,
2962,Valeria Rojas,valeriarojas.r5dc@example.com,+595962644320,Ciudad del Este,retail,2024-10-11T23:02:04,1,
2963,Agustina Lopez,agustinalopez.nmy7@mail.com,+595942973810,Ciudad del Este,retail,2023-02-16T08:57:34,1,
2964,Luis Rojas,luisrojas.z1sv@correo.py,+595988502698,Luque,retail,2025-03-30T00:11:34,1,
2965,Paula Perez,paulaperez.5ktw@mail.com,+595962892458,Encarnación,vip,2024-08-01T07:03:57,1,
2966,Pedro Ruiz,pedroruiz.2a71@correo.py,+595963287408,Ñemby,online_only,2024-12-03T07:32:21,1,
2967,Sofia Ortiz,sofiaortiz.gcf5@empresa.com,+595979641574,Ciudad del Este,retail,2024-04-02T17:47:44,1,
2968,Sofia Fernandez,sofiafernandez.4iqg@correo.py,+595969165957,Lambaré,retail,2024-08-17T17:33:06,1,
2969,Paula Fernandez,paulafernandez.dpa9@correo.py,+595977547039,Encarnación,retail,2023-10-28T23:47:48,1,
2970,Julia Castillo,juliacastillo.x7z8@cliente.net,+595934770574,Ñemby,retail,2024-01-16T01:00:18,1,
2971,Julia Sanchez,juliasanchez.bb5u@cliente.net,+595962261416,Encarnación,retail,2023-12-29T16:11:28,1,
2972,Luis Mendoza,luismendoza.10yj@correo.py,+595966523231,Ciudad del Este,retail,2023-08-02T13:16:26,1,
2973,Pedro Sanchez,pedrosanchez.478k@cliente.net,+595992478818,Villa Elisa,retail,2025-08-26T22:38:55,1,
2974,Agustina Ramirez,agustinaramirez.8z2f@example.com,+595942637871,Capiatá,retail,2023-12-07T00:22:18,1,
2975,Ana Torres,anatorres.hb7m@correo.py,+595998294401,Capiatá,retail,2023-01-23T00:53:57,1,
2976,Miguel Castillo,miguelcastillo.nbqm@cliente.net,+595927791902,Capiatá,retail,2024-05-04T12:19:42,1,
2977,Miguel Ruiz,miguelruiz.cqzd@correo.py,+595975294386,Capiatá,online_only,2025-03-03T17:21:00,1,
2978,Mateo Torres,mateotorres.d17q@empresa.com,+595932239137,Encarnación,retail,2025-04-04T07:15:54,1,
2979,Diego Alvarez,diegoalvarez.lyss@cliente.net,+595932910887,Lambaré,retail,2024-08-02T09:28:49,1,
2980,Miguel Sanchez,miguelsanchez.2vof@example.com,+595967108966,Ñemby,retail,2023-01-15T11:00:55,1,
2981,Paula Romero,paularomero.a0jo@correo.py,+595942787441,Encarnación,retail,2024-03-02T23:35:04,1,
2982,Luis Alvarez,luisalvarez.pf27@correo.py,+595952790361,Encarnación,vip,2025-01-24T01:13:08,1,
2983,Rocio Acosta,rocioacosta.xlyq@empresa.com,+595946160607,Ñemby,wholesale,2025-10-13T01:25:01,1,
2984,Rocio Gomez,rociogomez.a98g@cliente.net,+595972643582,Villa Elisa,retail,2025-01-07T23:52:56,1,
2985,Paula Torres,paulatorres.dmq0@mail.com,+595956247378,Asunción,retail,2025-05-12T19:12:41,1,
2986,Julia Torres,juliatorres.edi1@example.com,+595994989315,Ñemby,retail,2025-10-18T21:27:16,1,
2987,Paula Acosta,paulaacosta.j9ax@cliente.net,+595922654294,Villa Elisa,retail,2024-11-18T04:52:15,1,
2988,Fernando Flores,fernandoflores.xmt0@correo.py,+595929858531,Capiatá,online_only,2024-08-21T07:44:49,1,
2989,Bruno Romero,brunoromero.rzq9@cliente.net,+595967285822,Luque,vip,2024-04-19T11:03:14,1,
2990,Valeria Martinez,valeriamartinez.45lb@mail.com,+595945943411,Fernando de la Mora,retail,2024-02-05T12:42:14,1,
2991,Miguel Sanchez,miguelsanchez.gt41@correo.py,+595958199488,Ñemby,wholesale,2025-11-04T17:07:18,1,
2992,Julia Perez,juliaperez.4g1c@mail.com,+595913298722,Encarnación,retail,2023-05-17T10:29:49,1,
2993,Juan Fernandez,juanfernandez.evc1@correo.py,+595931364977,Fernando de la Mora,retail,2025-12-02T06:16:35,1,
2994,Mateo Benitez,mateobenitez.uqhp@mail.com,+595937950327,Luque,vip,2025-01-13T11:25:13,1,
2995,Fernando Alvarez,fernandoalvarez.y833@empresa.com,+595980695097,Villa Elisa,wholesale,2025-04-13T08:25:26,1,
2996,Julia Acosta,juliaacosta.f2qd@cliente.net,+595942324582,Ciudad del Este,retail,2025-01-23T01:56:10,1,
2997,Lucia Martinez,luciamartinez.uopw@example.com,+595984369060,Asunción,wholesale,2024-04-27T04:30:37,1,
2998,Lucia Castillo,luciacastillo.7u7t@mail.com,+595957580853,Luque,retail,2025-06-20T06:06:55,1,
2999,Valeria Alvarez,valeriaalvarez.4gc7@correo.py,+595931362108,Villa Elisa,retail,2026-01-21T22:03:07,1,
3000,Andres Perez,andresperez.821p@mail.com,+595962299059,Ciudad del Este,online_only,2024-04-08T15:07:45,1,
3001,Fernando Sanchez,fernandosanchez.ygob@correo.py,+595922280602,Lambaré,wholesale,2025-08-22T23:30:44,1,
3002,Andres Rojas,andresrojas.9ndd@mail.com,+595931767719,Fernando de la Mora,retail,2023-05-16T01:07:16,1,
3003,Bruno Benitez,brunobenitez.6d76@cliente.net,+595990123763,San Lorenzo,retail,2023-12-04T02:20:08,1,
3004,Agustina Gonzalez,agustinagonzalez.v3y6@empresa.com,+595927563402,Villa Elisa,wholesale,2025-07-09T23:07:47,1,
3005,Paula Castillo,paulacastillo.jyd6@empresa.com,+595998721283,Encarnación,online_only,2024-07-07T18:46:54,1,
3006,Carlos Martinez,carlosmartinez.kq3h@empresa.com,+595985458858,Fernando de la Mora,retail,2024-08-28T07:26:19,1,
3007,Pedro Perez,pedroperez.m90b@correo.py,+595979525312,Encarnación,retail,2023-04-08T11:46:28,1,
3008,Valeria Benitez,valeriabenitez.a15m@correo.py,+595976252897,Fernando de la Mora,retail,2025-07-16T11:18:48,1,
3009,Julia Torres,juliatorres.22um@empresa.com,+595973317098,Lambaré,retail,2024-06-13T22:02:15,1,
3010,Rocio Romero,rocioromero.t44r@empresa.com,+595959766770,San Lorenzo,retail,2024-09-14T14:02:13,1,
3011,Carlos Mendoza,carlosmendoza.dlo1@example.com,+595976490634,Lambaré,retail,2023-09-18T16:25:03,1,
3012,Camila Acosta,camilaacosta.8mlh@mail.com,+595942608550,Villa Elisa,retail,2023-01-21T02:53:58,1,
3013,Ana Castillo,anacastillo.7rmq@mail.com,+595943517108,Asunción,online_only,2023-12-25T17:07:17,1,
3014,Paula Perez,paulaperez.2v7a@example.com,+595958392433,Lambaré,retail,2023-07-23T20:47:05,1,
3015,Miguel Ortiz,miguelortiz.cypp@cliente.net,+595989476384,Villa Elisa,wholesale,2024-10-05T03:24:16,1,
3016,Miguel Fernandez,miguelfernandez.csj7@empresa.com,+595929567061,Fernando de la Mora,online_only,2023-12-08T21:08:38,1,
3017,Camila Rojas,camilarojas.7mzl@cliente.net,+595948391343,Asunción,retail,2026-01-09T08:29:08,1,
3018,Sofia Torres,sofiatorres.uus1@cliente.net,+595969939221,Villa Elisa,retail,2023-11-04T01:27:17,1,
3019,Pedro Ruiz,pedroruiz.ww4e@empresa.com,+595986281109,Asunción,vip,2023-09-13T22:14:09,1,
3020,Paula Martinez,paulamartinez.4k85@correo.py,+595915873970,Lambaré,retail,2023-11-26T11:53:13,1,
3021,Lucia Ortiz,luciaortiz.grdj@cliente.net,+595911561024,San Lorenzo,retail,2024-01-25T11:21:12,1,
3022,Maria Perez,mariaperez.2u9j@correo.py,+595910829373,Luque,retail,2025-05-03T22:33:13,1,
3023,Carlos Ruiz,carlosruiz.c8mt@correo.py,+595962278132,Capiatá,retail,2023-09-30T09:33:05,1,
3024,Juan Gonzalez,juangonzalez.j3f2@example.com,+595924884281,Luque,retail,2025-05-18T19:47:18,1,
3025,Carlos Mendoza,carlosmendoza.ivdi@correo.py,+595974688622,Villa Elisa,retail,2024-07-27T17:10:17,1,
3026,Julia Diaz,juliadiaz.1q8m@mail.com,+595932540291,Fernando de la Mora,online_only,2025-08-02T11:39:05,1,
3027,Maria Acosta,mariaacosta.cj1t@cliente.net,+595971796383,Capiatá,retail,2023-10-31T23:13:40,1,
3028,Paula Acosta,paulaacosta.vdoc@empresa.com,+595928973186,Luque,retail,2024-05-20T11:17:56,1,
3029,Sofia Ruiz,sofiaruiz.m0za@cliente.net,+595927979339,Lambaré,retail,2023-08-07T08:43:10,1,
3030,Mateo Martinez,mateomartinez.cacy@cliente.net,+595987412326,Capiatá,retail,2024-04-28T00:01:36,1,
3031,Paula Perez,paulaperez.zl0b@example.com,+595974213490,Villa Elisa,retail,2025-01-10T18:32:56,1,
3032,Diego Ramirez,diegoramirez.g9nj@mail.com,+595943265732,Luque,retail,2024-09-21T04:06:31,1,
3033,Pedro Torres,pedrotorres.2cbh@example.com,+595967775613,Encarnación,retail,2023-07-19T15:06:46,1,
3034,Maria Ruiz,mariaruiz.p2s6@mail.com,+595938863688,Lambaré,retail,2025-02-10T19:02:08,1,
3035,Luis Fernandez,luisfernandez.y8wy@empresa.com,+595947750878,Luque,retail,2024-10-01T19:17:33,1,
3036,Agustina Torres,agustinatorres.eask@empresa.com,+595955111830,Lambaré,retail,2024-09-15T23:00:17,1,
3037,Rocio Lopez,rociolopez.4iza@empresa.com,+595935782512,San Lorenzo,wholesale,2023-03-03T11:04:32,1,
3038,Juan Alvarez,juanalvarez.kei3@empresa.com,+595953456105,Fernando de la Mora,retail,2024-03-17T12:34:08,1,
3039,Diego Lopez,diegolopez.xio2@correo.py,+595977112351,Ciudad del Este,online_only,2025-03-26T19:38:55,1,
3040,Juan Flores,juanflores.gmai@cliente.net,+595963941586,Fernando de la Mora,vip,2024-03-23T16:40:54,1,
3041,Carlos Ruiz,carlosruiz.604a@example.com,+595983489929,Asunción,vip,2023-01-01T13:09:18,1,
3042,Diego Ortiz,diegoortiz.5ssw@mail.com,+595975705968,Fernando de la Mora,retail,2023-11-07T19:16:28,1,
3043,Lucia Alvarez,luciaalvarez.gzrd@example.com,+595922688437,Asunción,retail,2025-02-10T09:41:44,1,
3044,Camila Gonzalez,camilagonzalez.pgx9@empresa.com,+595932658792,Capiatá,retail,2023-08-28T01:21:06,1,
3045,Juan Fernandez,juanfernandez.92hl@example.com,+595978345452,Encarnación,retail,2023-06-14T14:47:51,1,
3046,Mateo Rojas,mateorojas.00qk@correo.py,+595922146621,Ñemby,retail,2025-04-21T20:26:55,1,
3047,Paula Castillo,paulacastillo.1wfa@correo.py,+595963707134,Ñemby,retail,2025-03-09T09:42:24,1,
3048,Fernando Lopez,fernandolopez.pomf@mail.com,+595970393772,Fernando de la Mora,retail,2024-11-04T00:07:12,1,
3049,Juan Flores,juanflores.pl6h@mail.com,+595924554931,Luque,retail,2024-01-05T09:21:53,1,
3050,Paula Alvarez,paulaalvarez.thtf@empresa.com,+595949810164,Villa Elisa,retail,2023-12-29T10:55:42,1,
3051,Rocio Perez,rocioperez.cqrs@mail.com,+595978223689,Capiatá,retail,2024-03-20T12:32:19,1,
3052,Juan Torres,juantorres.yjlk@correo.py,+595996266595,Fernando de la Mora,retail,2025-03-18T01:40:32,1,
3053,Fernando Mendoza,fernandomendoza.8i3l@mail.com,+595913149719,San Lorenzo,retail,2025-11-01T16:49:10,1,
3054,Carlos Gonzalez,carlosgonzalez.9pm9@cliente.net,+595957644108,Capiatá,wholesale,2024-12-04T10:02:15,1,
3055,Fernando Rojas,fernandorojas.sdwf@correo.py,+595977168888,Lambaré,wholesale,2023-05-26T17:55:33,1,
3056,Miguel Lopez,miguellopez.o6ij@mail.com,+595978558414,Ciudad del Este,retail,2023-11-26T03:29:45,1,
3057,Rocio Benitez,rociobenitez.lyxe@correo.py,+595968721250,Villa Elisa,retail,2023-04-12T05:08:21,1,
3058,Maria Lopez,marialopez.f2i1@cliente.net,+595947841541,San Lorenzo,retail,2024-06-03T16:18:44,1,
3059,Carlos Lopez,carloslopez.zbe1@example.com,+595917194029,Fernando de la Mora,retail,2023-09-11T10:25:44,1,
3060,Diego Gomez,diegogomez.c3qm@mail.com,+595916186142,Ñemby,retail,2024-01-14T14:05:49,1,
3061,Sofia Rojas,sofiarojas.t9lu@mail.com,+595947413423,Asunción,vip,2024-05-18T19:11:53,1,
3062,Lucia Ruiz,luciaruiz.g40l@correo.py,+595969309019,Fernando de la Mora,retail,2023-01-14T18:03:35,1,
3063,Carlos Flores,carlosflores.4r85@cliente.net,+595944359916,Ciudad del Este,retail,2024-11-05T23:10:07,1,
3064,Maria Gonzalez,mariagonzalez.ohd1@mail.com,+595925503532,San Lorenzo,retail,2024-09-29T22:14:42,1,
3065,Paula Mendoza,paulamendoza.0l9y@mail.com,+595965540694,Encarnación,retail,2024-07-21T04:06:01,1,
3066,Pedro Rojas,pedrorojas.kyj7@correo.py,+595957271142,Lambaré,retail,2026-01-29T09:39:29,1,
3067,Rocio Alvarez,rocioalvarez.fvbn@mail.com,+595957416715,Encarnación,retail,2024-04-07T10:00:32,1,
3068,Paula Ortiz,paulaortiz.4evq@example.com,+595972206141,Ciudad del Este,retail,2024-08-06T05:24:53,1,
3069,Maria Martinez,mariamartinez.b6gs@cliente.net,+595915769888,San Lorenzo,retail,2024-08-23T07:53:44,1,
3070,Luis Perez,luisperez.dlgx@example.com,+595911540171,Asunción,retail,2024-02-27T21:21:17,1,
3071,Valeria Gomez,valeriagomez.efm2@cliente.net,+595990501378,Capiatá,retail,2025-11-27T02:00:48,1,
3072,Miguel Gonzalez,miguelgonzalez.znjt@mail.com,+595926235474,Luque,retail,2024-07-16T04:40:45,1,
3073,Sofia Rojas,sofiarojas.nyem@correo.py,+595924762412,Luque,retail,2025-12-19T04:43:56,1,
3074,Fernando Romero,fernandoromero.dzna@cliente.net,+595973137049,Ñemby,retail,2025-03-23T12:44:30,1,
3075,Pedro Ramirez,pedroramirez.qw0g@empresa.com,+595964746459,Encarnación,retail,2025-12-03T22:18:13,1,
3076,Paula Ortiz,paulaortiz.gxmp@cliente.net,+595998688456,Capiatá,retail,2023-04-23T07:25:25,1,
3077,Maria Acosta,mariaacosta.uq0h@correo.py,+595984624356,Encarnación,retail,2024-11-30T14:33:19,0,2025-11-07T14:33:19
3078,Rocio Sanchez,rociosanchez.1d3g@example.com,+595989437262,San Lorenzo,retail,2024-05-22T20:11:28,1,
3079,Sofia Diaz,sofiadiaz.6st2@mail.com,+595911384041,San Lorenzo,wholesale,2024-06-21T04:05:17,1,
3080,Valeria Martinez,valeriamartinez.cutc@empresa.com,+595978676162,Asunción,wholesale,2023-07-17T00:29:23,1,
3081,Valeria Rojas,valeriarojas.ckxt@empresa.com,+595979191431,Lambaré,retail,2025-07-23T03:54:56,1,
3082,Rocio Castillo,rociocastillo.h7qf@correo.py,+595986860311,Encarnación,retail,2025-01-05T10:42:55,1,
3083,Diego Torres,diegotorres.u56v@correo.py,+595970494855,Fernando de la Mora,wholesale,2024-06-09T13:34:24,1,
3084,Sofia Alvarez,sofiaalvarez.a8j7@correo.py,+595983609827,Fernando de la Mora,retail,2025-12-17T11:07:20,1,
3085,Lucia Rojas,luciarojas.e1z2@correo.py,+595930491396,San Lorenzo,retail,2024-05-09T22:18:00,1,
3086,Carlos Diaz,carlosdiaz.s5nm@cliente.net,+595919405362,Encarnación,retail,2023-09-22T14:07:02,1,
3087,Juan Romero,juanromero.gc28@cliente.net,+595949868909,Fernando de la Mora,retail,2024-09-29T20:06:45,1,
3088,Juan Ortiz,juanortiz.zmec@example.com,+595941344386,Ñemby,wholesale,2024-03-19T20:52:10,1,
3089,Sofia Sanchez,sofiasanchez.rg2f@mail.com,+595969556997,Luque,wholesale,2024-06-12T14:24:59,1,
3090,Miguel Mendoza,miguelmendoza.cwxs@cliente.net,+595979208007,Asunción,retail,2023-11-04T21:05:58,1,
3091,Lucia Gonzalez,luciagonzalez.w3qm@empresa.com,+595932127272,Lambaré,online_only,2024-10-21T07:57:39,1,
3092,Carlos Alvarez,carlosalvarez.tf8m@correo.py,+595944561379,San Lorenzo,retail,2024-03-15T10:43:35,1,
3093,Paula Alvarez,paulaalvarez.6im6@cliente.net,+595993650753,San Lorenzo,retail,2025-10-12T21:05:45,1,
3094,Sofia Diaz,sofiadiaz.ohbw@correo.py,+595960590388,Luque,retail,2024-06-05T15:32:03,1,
3095,Bruno Castillo,brunocastillo.loih@cliente.net,+595910726549,Encarnación,wholesale,2023-03-19T13:02:29,1,
3096,Fernando Alvarez,fernandoalvarez.9e48@example.com,+595998492512,Lambaré,online_only,2025-06-03T15:00:57,1,
3097,Juan Ortiz,juanortiz.l1l4@empresa.com,+595925319645,Villa Elisa,retail,2024-10-03T07:51:03,1,
3098,Lucia Fernandez,luciafernandez.xxrf@example.com,+595950422365,San Lorenzo,retail,2024-09-30T07:19:22,1,
3099,Juan Diaz,juandiaz.8yav@correo.py,+595939337357,Ñemby,retail,2023-05-23T20:06:33,1,
3100,Diego Alvarez,diegoalvarez.0uva@correo.py,+595976602524,Lambaré,retail,2024-07-23T06:41:08,1,
3101,Carlos Ruiz,carlosruiz.vk48@mail.com,+595987982132,Fernando de la Mora,retail,2025-05-31T23:56:12,1,
3102,Maria Fernandez,mariafernandez.3ph8@empresa.com,+595928120364,Villa Elisa,online_only,2023-02-04T10:54:32,1,
3103,Ana Diaz,anadiaz.3oqx@empresa.com,+595915697758,Lambaré,vip,2024-09-07T08:48:30,1,
3104,Valeria Ramirez,valeriaramirez.i69j@mail.com,+595913752011,San Lorenzo,retail,2023-02-17T23:35:47,1,
3105,Paula Perez,paulaperez.slvq@example.com,+595922757357,Luque,retail,2023-05-22T18:03:10,1,
3106,Lucia Acosta,luciaacosta.8uzk@cliente.net,+595948357032,Ñemby,retail,2025-09-04T22:18:16,1,
3107,Mateo Alvarez,mateoalvarez.kahd@mail.com,+595946543602,Asunción,retail,2024-10-22T22:28:03,1,
3108,Carlos Castillo,carloscastillo.6pnv@mail.com,+595953791039,Ñemby,online_only,2025-07-30T14:52:54,1,
3109,Bruno Fernandez,brunofernandez.t8sf@empresa.com,+595961394141,Encarnación,retail,2024-01-08T11:22:41,1,
3110,Sofia Rojas,sofiarojas.q3yt@example.com,+595961907236,Fernando de la Mora,wholesale,2023-06-08T00:28:31,1,
3111,Camila Alvarez,camilaalvarez.l7ei@cliente.net,+595969128491,Capiatá,retail,2023-04-24T21:36:34,1,
3112,Fernando Lopez,fernandolopez.dwzx@example.com,+595929933216,Villa Elisa,retail,2025-09-26T08:55:02,1,
3113,Luis Benitez,luisbenitez.72fo@example.com,+595973904524,Asunción,online_only,2025-09-28T04:15:39,1,
3114,Bruno Fernandez,brunofernandez.ekju@empresa.com,+595945214679,Ciudad del Este,retail,2026-01-17T07:04:02,1,
3115,Carlos Martinez,carlosmartinez.nt36@example.com,+595954845976,Luque,retail,2024-08-06T10:00:16,1,
3116,Miguel Torres,migueltorres.08p7@correo.py,+595998410740,Capiatá,retail,2025-03-23T18:39:00,1,
3117,Julia Acosta,juliaacosta.s180@mail.com,+595910676362,Asunción,retail,2023-08-13T09:27:06,1,
3118,Julia Perez,juliaperez.vjnk@empresa.com,+595998549960,Fernando de la Mora,retail,2024-06-11T05:30:39,1,
3119,Ana Ramirez,anaramirez.su5b@cliente.net,+595968251875,San Lorenzo,retail,2024-05-20T10:53:23,1,
3120,Mateo Gomez,mateogomez.g7p5@mail.com,+595981224854,San Lorenzo,retail,2023-09-09T09:28:18,1,
3121,Julia Gonzalez,juliagonzalez.qrdu@cliente.net,+595985803033,Capiatá,retail,2023-06-22T07:22:58,1,
3122,Agustina Acosta,agustinaacosta.5xry@example.com,+595975248506,Lambaré,retail,2025-10-06T01:31:38,1,
3123,Miguel Gomez,miguelgomez.hlra@mail.com,+595960290803,Ñemby,wholesale,2024-02-07T12:54:06,1,
3124,Julia Sanchez,juliasanchez.c2iy@empresa.com,+595985635163,Villa Elisa,wholesale,2024-07-30T16:20:30,1,
3125,Valeria Torres,valeriatorres.bico@empresa.com,+595991139710,Lambaré,online_only,2023-10-01T03:09:00,1,
3126,Mateo Lopez,mateolopez.rd2g@empresa.com,+595935773759,Fernando de la Mora,retail,2023-06-03T06:02:39,1,
3127,Rocio Castillo,rociocastillo.j509@cliente.net,+595959608909,Ciudad del Este,retail,2024-10-16T06:22:38,1,
3128,Bruno Torres,brunotorres.kb0t@cliente.net,+595977515728,Capiatá,retail,2025-09-16T14:28:10,1,
3129,Camila Diaz,camiladiaz.37b2@correo.py,+595916236161,Ciudad del Este,online_only,2025-10-26T06:21:22,1,
3130,Fernando Castillo,fernandocastillo.1s37@mail.com,+595984139347,Encarnación,retail,2023-08-20T09:26:47,1,
3131,Carlos Ruiz,carlosruiz.6uh9@empresa.com,+595940839515,Ciudad del Este,online_only,2025-09-15T22:52:02,1,
3132,Miguel Flores,miguelflores.4hia@correo.py,+595928682618,Ñemby,vip,2024-02-01T04:49:54,1,
3133,Fernando Lopez,fernandolopez.vjf2@mail.com,+595961540541,Capiatá,retail,2025-07-08T16:46:58,1,
3134,Luis Gonzalez,luisgonzalez.0cj2@cliente.net,+595996266886,Asunción,retail,2023-12-22T12:04:41,1,
3135,Paula Gomez,paulagomez.fwqq@mail.com,+595972346553,Fernando de la Mora,retail,2023-12-18T10:20:25,1,
3136,Ana Torres,anatorres.gzaj@cliente.net,+595966508119,Capiatá,retail,2024-05-12T09:34:40,1,
3137,Pedro Rojas,pedrorojas.s61n@empresa.com,+595986656633,Asunción,online_only,2025-05-18T04:17:22,1,
3138,Miguel Mendoza,miguelmendoza.yajc@correo.py,+595920780291,San Lorenzo,retail,2024-04-13T19:28:53,1,
3139,Miguel Ruiz,miguelruiz.jbwu@correo.py,+595941927340,Fernando de la Mora,wholesale,2025-10-17T05:54:57,1,
3140,Miguel Lopez,miguellopez.1o5u@cliente.net,+595933420654,Ñemby,retail,2025-10-14T12:50:03,1,
3141,Miguel Ramirez,miguelramirez.mon9@empresa.com,+595963965577,Capiatá,wholesale,2025-08-09T22:53:09,1,
3142,Valeria Ramirez,valeriaramirez.g16e@correo.py,+595988384687,Fernando de la Mora,retail,2023-08-21T00:29:38,1,
3143,Miguel Ruiz,miguelruiz.szsh@mail.com,+595974810329,San Lorenzo,retail,2024-11-25T23:53:41,1,
3144,Pedro Benitez,pedrobenitez.v207@cliente.net,+595941973124,San Lorenzo,retail,2023-10-27T07:25:10,1,
3145,Fernando Ruiz,fernandoruiz.1p5t@correo.py,+595959867857,Ciudad del Este,retail,2024-10-04T22:52:53,1,
3146,Pedro Benitez,pedrobenitez.d88a@empresa.com,+595928608214,Encarnación,online_only,2023-04-06T20:55:00,1,
3147,Julia Alvarez,juliaalvarez.ezmx@empresa.com,+595967517380,San Lorenzo,wholesale,2025-08-16T12:59:28,1,
3148,Rocio Gonzalez,rociogonzalez.ijlb@empresa.com,+595983556813,Fernando de la Mora,retail,2024-01-22T19:11:38,1,
3149,Agustina Lopez,agustinalopez.exat@empresa.com,+595941101576,Fernando de la Mora,retail,2024-08-17T17:00:29,1,
3150,Maria Mendoza,mariamendoza.vdik@mail.com,+595935896813,Asunción,retail,2024-01-01T05:52:00,1,
3151,Paula Romero,paularomero.cpy0@cliente.net,+595993600336,Capiatá,retail,2023-10-07T08:04:41,1,
3152,Sofia Diaz,sofiadiaz.dx5h@cliente.net,+595960650666,Villa Elisa,retail,2023-10-09T00:38:00,1,
3153,Juan Perez,juanperez.7ts5@cliente.net,+595953345493,Capiatá,retail,2024-05-27T21:02:01,1,
3154,Fernando Lopez,fernandolopez.b7ya@mail.com,+595976894610,Ciudad del Este,vip,2025-05-07T20:52:01,1,
3155,Luis Mendoza,luismendoza.7ca0@empresa.com,+595944236605,Encarnación,online_only,2025-08-22T16:53:18,1,
3156,Rocio Lopez,rociolopez.p6d5@cliente.net,+595928917940,Asunción,retail,2023-10-20T12:58:43,1,
3157,Fernando Fernandez,fernandofernandez.b78u@correo.py,+595912426268,Ñemby,wholesale,2023-01-22T08:59:30,1,
3158,Agustina Alvarez,agustinaalvarez.y2af@correo.py,+595971770974,Ñemby,retail,2023-08-05T07:23:40,1,
3159,Andres Sanchez,andressanchez.enhn@correo.py,+595933167820,Encarnación,retail,2024-04-15T18:56:09,1,
3160,Mateo Gomez,mateogomez.pgiu@example.com,+595947194126,San Lorenzo,retail,2024-11-18T09:28:26,1,
3161,Maria Diaz,mariadiaz.mzm7@mail.com,+595959829095,Villa Elisa,retail,2025-09-01T19:10:56,1,
3162,Mateo Acosta,mateoacosta.50t8@mail.com,+595989651026,Asunción,retail,2024-05-24T06:53:34,1,
3163,Juan Perez,juanperez.khp7@mail.com,+595941661925,Fernando de la Mora,wholesale,2024-09-08T17:04:09,1,
3164,Lucia Ortiz,luciaortiz.vbay@mail.com,+595946567084,Lambaré,retail,2024-03-24T12:15:49,1,
3165,Maria Sanchez,mariasanchez.pccd@mail.com,+595932299918,Encarnación,wholesale,2024-03-23T09:33:04,1,
3166,Valeria Gomez,valeriagomez.psze@example.com,+595984661505,San Lorenzo,retail,2025-05-04T03:54:58,1,
3167,Paula Martinez,paulamartinez.9z62@mail.com,+595976189094,Villa Elisa,retail,2025-03-21T00:17:28,1,
3168,Diego Rojas,diegorojas.niae@mail.com,+595991365974,Fernando de la Mora,retail,2025-03-21T07:20:24,1,
3169,Rocio Romero,rocioromero.3bjo@correo.py,+595965539840,Luque,retail,2024-11-28T15:16:29,1,
3170,Julia Castillo,juliacastillo.vmkc@example.com,+595938908163,Capiatá,retail,2025-06-29T06:58:50,1,
3171,Julia Acosta,juliaacosta.sxin@empresa.com,+595978972321,Encarnación,retail,2024-10-01T09:42:40,1,
3172,Bruno Gomez,brunogomez.4g7f@correo.py,+595931910374,San Lorenzo,wholesale,2025-12-29T15:32:22,1,
3173,Valeria Diaz,valeriadiaz.9kv1@example.com,+595933357389,Luque,retail,2023-09-20T20:43:42,1,
3174,Lucia Benitez,luciabenitez.d0iu@empresa.com,+595971898325,Ñemby,retail,2025-11-12T06:19:44,0,2026-04-18T06:19:44
3175,Agustina Lopez,agustinalopez.oi0z@example.com,+595966488148,Villa Elisa,retail,2023-07-26T08:33:22,1,
3176,Pedro Castillo,pedrocastillo.edoi@example.com,+595964194558,Capiatá,retail,2023-04-06T17:20:12,1,
3177,Julia Gonzalez,juliagonzalez.lg8a@mail.com,+595970439130,Fernando de la Mora,retail,2023-01-30T07:27:58,1,
3178,Diego Acosta,diegoacosta.x1km@correo.py,+595997799920,Lambaré,retail,2025-02-24T19:29:12,1,
3179,Sofia Rojas,sofiarojas.ju85@mail.com,+595918506490,Luque,retail,2023-02-23T04:36:08,1,
3180,Juan Torres,juantorres.xhwp@example.com,+595981374487,Luque,retail,2025-01-30T09:41:30,1,
3181,Sofia Rojas,sofiarojas.enjs@example.com,+595965343947,San Lorenzo,online_only,2024-07-22T05:40:14,1,
3182,Juan Ortiz,juanortiz.cxh4@correo.py,+595948608443,Villa Elisa,retail,2023-05-28T20:13:32,1,
3183,Paula Benitez,paulabenitez.b19q@cliente.net,+595983631325,Luque,retail,2023-12-29T01:51:57,1,
3184,Luis Benitez,luisbenitez.bvn6@example.com,+595983999413,San Lorenzo,retail,2023-04-24T11:55:47,1,
3185,Julia Sanchez,juliasanchez.phue@correo.py,+595977621767,Encarnación,vip,2024-01-04T09:22:11,1,
3186,Bruno Perez,brunoperez.cdn2@correo.py,+595968997837,San Lorenzo,retail,2024-01-24T16:31:53,1,
3187,Fernando Ortiz,fernandoortiz.tvkf@cliente.net,+595993472778,Ñemby,retail,2025-07-06T18:18:20,1,
3188,Valeria Fernandez,valeriafernandez.8guq@cliente.net,+595966382121,Villa Elisa,online_only,2023-04-02T22:32:51,1,
